"","gender","race","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","average_score"
"601","female","group D","master's degree","standard","none",0.54,0.518072289156627,0.588888888888889,0.549450549450549
"602","female","group C","high school","standard","none",0.29,0.144578313253012,0.222222222222222,0.223443223406593
"603","female","group E","some college","standard","none",0.76,0.734939759036145,0.777777777777778,0.758241758241758
"604","male","group D","high school","free/reduced","none",0.6,0.481927710843373,0.455555555555556,0.516483516483517
"605","male","group D","master's degree","free/reduced","completed",0.84,0.867469879518072,0.888888888888889,0.864468864505494
"606","male","group C","some high school","standard","none",0.75,0.662650602409639,0.577777777777778,0.666666666703297
"607","female","group C","associate's degree","standard","none",0.85,0.807228915662651,0.8,0.820512820549451
"608","female","group C","master's degree","free/reduced","none",0.4,0.493975903614458,0.488888888888889,0.457875457912088
"609","female","group E","some college","standard","none",0.61,0.566265060240964,0.577777777777778,0.586080586043956
"610","female","group B","associate's degree","standard","none",0.58,0.55421686746988,0.611111111111111,0.582417582417582
"611","male","group D","some college","free/reduced","completed",0.69,0.518072289156627,0.588888888888889,0.604395604395604
"612","female","group C","some college","standard","none",0.58,0.506024096385542,0.622222222222222,0.571428571428571
"613","male","group C","bachelor's degree","standard","completed",0.94,0.879518072289157,0.9,0.908424908461538
"614","female","group C","associate's degree","standard","none",0.65,0.72289156626506,0.711111111111111,0.692307692307692
"615","female","group A","associate's degree","standard","none",0.82,0.91566265060241,0.922222222222222,0.882783882747253
"616","female","group C","high school","standard","none",0.6,0.614457831325301,0.688888888888889,0.633699633736264
"617","female","group E","bachelor's degree","standard","none",0.37,0.337349397590361,0.311111111111111,0.340659340659341
"618","male","group D","bachelor's degree","standard","none",0.88,0.734939759036145,0.811111111111111,0.813186813186813
"619","male","group D","master's degree","standard","none",0.95,0.771084337349398,0.822222222222222,0.853479853516483
"620","male","group C","associate's degree","free/reduced","completed",0.65,0.674698795180723,0.644444444444444,0.655677655714286
"621","female","group C","high school","free/reduced","none",0.35,0.530120481927711,0.488888888888889,0.450549450549451
"622","male","group B","bachelor's degree","free/reduced","none",0.62,0.55421686746988,0.511111111111111,0.564102564065934
"623","male","group C","high school","free/reduced","completed",0.58,0.409638554216867,0.466666666666667,0.490842490879121
"624","male","group A","some college","standard","completed",1,0.951807228915663,0.844444444444444,0.934065934065934
"625","female","group E","bachelor's degree","free/reduced","none",0.61,0.493975903614458,0.577777777777778,0.564102564065934
"626","male","group D","some college","standard","completed",1,0.963855421686747,0.988888888888889,0.985347985384615
"627","male","group B","associate's degree","free/reduced","completed",0.69,0.63855421686747,0.588888888888889,0.641025640989011
"628","male","group D","associate's degree","standard","none",0.61,0.373493975903614,0.4,0.468864468901099
"629","male","group D","some college","free/reduced","none",0.49,0.481927710843373,0.4,0.457875457912088
"630","female","group C","some high school","standard","completed",0.44,0.409638554216867,0.5,0.450549450549451
"631","male","group D","some college","standard","none",0.67,0.566265060240964,0.666666666666667,0.637362637362637
"632","male","group B","high school","standard","none",0.79,0.518072289156627,0.611111111111111,0.648351648351648
"633","female","group B","bachelor's degree","standard","completed",0.66,0.686746987951807,0.788888888888889,0.710622710659341
"634","female","group C","high school","standard","none",0.75,0.855421686746988,0.833333333333333,0.80952380956044
"635","male","group D","some high school","standard","none",0.84,0.807228915662651,0.777777777777778,0.80952380956044
"636","male","group A","high school","standard","none",0.71,0.686746987951807,0.6,0.666666666703297
"637","female","group B","high school","free/reduced","completed",0.67,0.759036144578313,0.788888888888889,0.736263736263736
"638","female","group D","some high school","standard","completed",0.8,0.903614457831325,0.866666666666667,0.853479853516483
"639","male","group E","some college","standard","none",0.86,0.710843373493976,0.711111111111111,0.765567765604396
"640","female","group D","associate's degree","standard","none",0.76,0.686746987951807,0.7,0.717948717912088
"641","male","group D","high school","standard","none",0.41,0.421686746987952,0.455555555555556,0.428571428571429
"642","female","group D","associate's degree","free/reduced","completed",0.74,0.855421686746988,0.888888888888889,0.824175824175824
"643","female","group B","some high school","free/reduced","none",0.72,0.771084337349398,0.766666666666667,0.750915750879121
"644","female","group E","high school","standard","completed",0.74,0.746987951807229,0.777777777777778,0.754578754615385
"645","male","group B","high school","standard","none",0.7,0.578313253012048,0.555555555555556,0.615384615384615
"646","female","group B","bachelor's degree","standard","completed",0.65,0.771084337349398,0.788888888888889,0.732600732637363
"647","female","group D","associate's degree","standard","none",0.59,0.63855421686747,0.611111111111111,0.611721611758242
"648","female","group E","high school","free/reduced","none",0.64,0.542168674698795,0.644444444444444,0.611721611758242
"649","female","group B","high school","standard","none",0.5,0.433734939759036,0.5,0.47985347989011
"650","female","group D","some college","standard","completed",0.69,0.746987951807229,0.788888888888889,0.73992673989011
"651","male","group C","some high school","free/reduced","completed",0.51,0.469879518072289,0.477777777777778,0.487179487142857
"652","female","group A","high school","standard","completed",0.68,0.759036144578313,0.733333333333333,0.721611721648352
"653","female","group D","some college","standard","completed",0.85,0.831325301204819,0.977777777777778,0.886446886483516
"654","female","group A","associate's degree","standard","completed",0.65,0.63855421686747,0.711111111111111,0.666666666703297
"655","female","group B","some high school","standard","none",0.73,0.746987951807229,0.766666666666667,0.747252747252747
"656","female","group B","some college","standard","none",0.62,0.602409638554217,0.633333333333333,0.619047619010989
"657","male","group C","associate's degree","free/reduced","none",0.77,0.602409638554217,0.6,0.663003662967033
"658","male","group D","some high school","standard","none",0.69,0.590361445783133,0.566666666666667,0.619047619010989
"659","female","group D","associate's degree","free/reduced","none",0.43,0.518072289156627,0.533333333333333,0.490842490879121
"660","male","group D","associate's degree","standard","none",0.9,0.843373493975904,0.833333333333333,0.860805860769231
"661","male","group C","some college","free/reduced","none",0.74,0.72289156626506,0.7,0.721611721648352
"662","male","group C","some high school","standard","none",0.73,0.590361445783133,0.588888888888889,0.641025640989011
"663","female","group D","some college","free/reduced","none",0.55,0.650602409638554,0.655555555555556,0.615384615384615
"664","female","group C","high school","standard","none",0.65,0.626506024096386,0.633333333333333,0.637362637362637
"665","male","group D","associate's degree","standard","none",0.8,0.55421686746988,0.588888888888889,0.655677655714286
"666","female","group C","some high school","free/reduced","completed",0.5,0.518072289156627,0.555555555555556,0.523809523846154
"667","female","group C","some college","free/reduced","completed",0.63,0.674698795180723,0.677777777777778,0.659340659340659
"668","female","group B","bachelor's degree","free/reduced","none",0.77,0.819277108433735,0.855555555555556,0.813186813186813
"669","male","group C","some college","standard","none",0.73,0.686746987951807,0.566666666666667,0.663003662967033
"670","male","group D","associate's degree","standard","completed",0.81,0.662650602409639,0.744444444444444,0.743589743626374
"671","female","group C","high school","free/reduced","none",0.66,0.710843373493976,0.644444444444444,0.67032967032967
"672","male","group D","associate's degree","free/reduced","none",0.52,0.481927710843373,0.444444444444444,0.483516483516484
"673","female","group C","some college","standard","none",0.69,0.734939759036145,0.733333333333333,0.717948717912088
"674","female","group C","associate's degree","standard","completed",0.65,0.807228915662651,0.822222222222222,0.754578754615385
"675","female","group D","high school","standard","completed",0.69,0.72289156626506,0.755555555555556,0.721611721648352
"676","female","group B","some college","standard","completed",0.5,0.566265060240964,0.622222222222222,0.56043956043956
"677","female","group E","some college","standard","completed",0.73,0.734939759036145,0.733333333333333,0.732600732637363
"678","female","group C","some high school","standard","completed",0.7,0.783132530120482,0.733333333333333,0.736263736263736
"679","male","group D","associate's degree","free/reduced","none",0.81,0.698795180722892,0.755555555555556,0.758241758241758
"680","male","group D","some college","free/reduced","none",0.63,0.530120481927711,0.555555555555556,0.575091575054945
"681","female","group D","high school","standard","none",0.67,0.662650602409639,0.711111111111111,0.681318681318681
"682","male","group B","high school","standard","none",0.6,0.614457831325301,0.555555555555556,0.58974358978022
"683","male","group B","high school","standard","none",0.62,0.457831325301205,0.488888888888889,0.527472527472527
"684","female","group C","some high school","free/reduced","completed",0.29,0.27710843373494,0.377777777777778,0.315018315054945
"685","male","group B","some college","standard","completed",0.62,0.590361445783133,0.644444444444444,0.619047619010989
"686","female","group E","master's degree","standard","completed",0.94,0.987951807228916,1,0.974358974395604
"687","male","group E","some college","standard","completed",0.85,0.698795180722892,0.644444444444444,0.736263736263736
"688","male","group D","associate's degree","free/reduced","none",0.77,0.734939759036145,0.7,0.736263736263736
"689","male","group A","high school","free/reduced","none",0.53,0.493975903614458,0.377777777777778,0.468864468901099
"690","male","group E","some college","free/reduced","none",0.93,0.879518072289157,0.811111111111111,0.875457875494505
"691","female","group C","associate's degree","standard","none",0.49,0.433734939759036,0.477777777777778,0.468864468901099
"692","female","group E","associate's degree","free/reduced","none",0.73,0.710843373493976,0.755555555555556,0.732600732637363
"693","female","group C","bachelor's degree","free/reduced","completed",0.66,0.686746987951807,0.788888888888889,0.710622710659341
"694","female","group D","associate's degree","standard","none",0.77,0.72289156626506,0.7,0.732600732637363
"695","female","group C","some high school","standard","none",0.49,0.55421686746988,0.511111111111111,0.516483516483517
"696","female","group D","some college","free/reduced","none",0.79,0.867469879518072,0.844444444444444,0.831501831538461
"697","female","group C","associate's degree","standard","completed",0.75,0.783132530120482,0.888888888888889,0.805860805824176
"698","female","group A","bachelor's degree","standard","none",0.59,0.662650602409639,0.666666666666667,0.637362637362637
"699","female","group D","associate's degree","standard","completed",0.57,0.734939759036145,0.766666666666667,0.684981684945055
"700","male","group C","high school","free/reduced","none",0.66,0.590361445783133,0.544444444444444,0.600732600769231
"701","female","group E","bachelor's degree","standard","completed",0.79,0.771084337349398,0.8,0.787545787582418
"702","female","group B","some high school","standard","none",0.57,0.602409638554217,0.688888888888889,0.619047619010989
"703","male","group A","bachelor's degree","standard","completed",0.87,0.807228915662651,0.855555555555556,0.846153846153846
"704","female","group D","some college","standard","none",0.63,0.566265060240964,0.633333333333333,0.611721611758242
"705","female","group B","some high school","free/reduced","completed",0.59,0.55421686746988,0.6,0.582417582417582
"706","male","group A","bachelor's degree","free/reduced","none",0.62,0.662650602409639,0.611111111111111,0.63003663
"707","male","group D","high school","standard","none",0.46,0.204819277108434,0.288888888888889,0.326007326043956
"708","male","group C","some college","standard","none",0.66,0.506024096385542,0.466666666666667,0.549450549450549
"709","male","group D","high school","standard","none",0.89,0.843373493975904,0.766666666666667,0.835164835164835
"710","female","group D","associate's degree","free/reduced","completed",0.42,0.530120481927711,0.533333333333333,0.490842490879121
"711","male","group C","some college","standard","completed",0.93,0.807228915662651,0.888888888888889,0.879120879120879
"712","female","group E","some high school","standard","completed",0.8,0.819277108433735,0.833333333333333,0.816849816813187
"713","female","group D","some college","standard","none",0.98,1,0.988888888888889,0.989010989010989
"714","male","group D","master's degree","standard","none",0.81,0.771084337349398,0.822222222222222,0.802197802197802
"715","female","group B","some high school","standard","completed",0.6,0.63855421686747,0.711111111111111,0.648351648351648
"716","female","group B","associate's degree","free/reduced","completed",0.76,0.927710843373494,0.855555555555556,0.842490842527473
"717","male","group C","associate's degree","standard","completed",0.73,0.734939759036145,0.688888888888889,0.717948717912088
"718","female","group C","associate's degree","standard","completed",0.96,0.951807228915663,0.988888888888889,0.967032967032967
"719","female","group C","high school","standard","none",0.76,0.710843373493976,0.711111111111111,0.728937728901099
"720","male","group E","associate's degree","free/reduced","completed",0.91,0.674698795180723,0.777777777777778,0.794871794835165
"721","female","group C","some college","free/reduced","none",0.62,0.662650602409639,0.666666666666667,0.648351648351648
"722","male","group D","some high school","free/reduced","completed",0.55,0.506024096385542,0.544444444444444,0.534798534835165
"723","female","group B","some high school","free/reduced","completed",0.74,0.879518072289157,0.866666666666667,0.824175824175824
"724","male","group C","high school","standard","none",0.5,0.373493975903614,0.355555555555556,0.413919413956044
"725","male","group B","some college","standard","none",0.47,0.313253012048193,0.344444444444444,0.380952380989011
"726","male","group E","some college","standard","completed",0.81,0.686746987951807,0.677777777777778,0.728937728901099
"727","female","group E","associate's degree","standard","completed",0.65,0.698795180722892,0.744444444444444,0.695970695934066
"728","male","group E","some high school","standard","completed",0.68,0.409638554216867,0.522222222222222,0.545787545824176
"729","female","group D","high school","free/reduced","none",0.73,0.903614457831325,0.822222222222222,0.813186813186813
"730","male","group C","some college","standard","none",0.53,0.265060240963855,0.3,0.373626373626374
"731","female","group B","associate's degree","free/reduced","completed",0.68,0.72289156626506,0.777777777777778,0.725274725274725
"732","male","group A","some high school","free/reduced","none",0.55,0.349397590361446,0.366666666666667,0.428571428571429
"733","female","group C","some college","standard","completed",0.87,0.867469879518072,0.933333333333333,0.89010989010989
"734","male","group D","some high school","standard","none",0.55,0.36144578313253,0.377777777777778,0.435897435934066
"735","female","group E","some college","free/reduced","none",0.53,0.493975903614458,0.522222222222222,0.516483516483517
"736","male","group C","master's degree","standard","none",0.67,0.481927710843373,0.544444444444444,0.571428571428571
"737","male","group C","associate's degree","standard","none",0.92,0.746987951807229,0.822222222222222,0.835164835164835
"738","female","group B","some college","free/reduced","completed",0.53,0.590361445783133,0.7,0.604395604395604
"739","male","group D","associate's degree","standard","none",0.81,0.650602409638554,0.7,0.725274725274725
"740","male","group C","high school","free/reduced","none",0.61,0.518072289156627,0.5,0.545787545824176
"741","male","group D","bachelor's degree","standard","none",0.8,0.674698795180723,0.688888888888889,0.725274725274725
"742","female","group A","associate's degree","free/reduced","none",0.37,0.481927710843373,0.511111111111111,0.450549450549451
"743","female","group C","high school","standard","none",0.81,0.807228915662651,0.8,0.805860805824176
"744","female","group C","associate's degree","standard","completed",0.59,0.674698795180723,0.688888888888889,0.648351648351648
"745","male","group B","some college","free/reduced","none",0.55,0.457831325301205,0.411111111111111,0.476190476153846
"746","male","group D","associate's degree","standard","none",0.72,0.746987951807229,0.711111111111111,0.725274725274725
"747","male","group D","high school","standard","none",0.69,0.698795180722892,0.677777777777778,0.688644688681319
"748","male","group C","some college","standard","none",0.69,0.566265060240964,0.644444444444444,0.637362637362637
"749","female","group C","bachelor's degree","free/reduced","none",0.5,0.518072289156627,0.544444444444444,0.52014652010989
"750","male","group B","some college","standard","completed",0.87,0.807228915662651,0.844444444444444,0.842490842527473
"751","male","group D","some high school","standard","completed",0.71,0.626506024096386,0.644444444444444,0.663003662967033
"752","male","group E","some college","standard","none",0.68,0.662650602409639,0.611111111111111,0.652014651978022
"753","male","group C","master's degree","free/reduced","completed",0.79,0.72289156626506,0.722222222222222,0.747252747252747
"754","female","group C","some high school","standard","completed",0.77,0.879518072289157,0.833333333333333,0.824175824175824
"755","male","group C","associate's degree","free/reduced","none",0.58,0.457831325301205,0.477777777777778,0.509157509120879
"756","female","group E","associate's degree","standard","none",0.84,0.939759036144578,0.911111111111111,0.893772893736264
"757","male","group D","some college","standard","none",0.55,0.493975903614458,0.466666666666667,0.505494505494505
"758","male","group E","bachelor's degree","free/reduced","completed",0.7,0.614457831325301,0.688888888888889,0.67032967032967
"759","female","group D","some college","free/reduced","completed",0.52,0.506024096385542,0.611111111111111,0.545787545824176
"760","male","group B","some college","standard","completed",0.69,0.72289156626506,0.744444444444444,0.717948717912088
"761","female","group C","high school","free/reduced","none",0.53,0.662650602409639,0.6,0.593406593406593
"762","female","group D","some high school","standard","none",0.48,0.493975903614458,0.488888888888889,0.487179487142857
"763","male","group D","some high school","standard","completed",0.78,0.771084337349398,0.844444444444444,0.798534798571429
"764","female","group B","high school","standard","none",0.62,0.542168674698795,0.588888888888889,0.586080586043956
"765","male","group D","some college","standard","none",0.6,0.55421686746988,0.544444444444444,0.567765567802198
"766","female","group B","high school","standard","none",0.74,0.662650602409639,0.688888888888889,0.69963369967033
"767","female","group C","high school","standard","completed",0.58,0.698795180722892,0.744444444444444,0.67032967032967
"768","male","group B","high school","standard","completed",0.76,0.542168674698795,0.555555555555556,0.626373626373626
"769","female","group D","some high school","standard","none",0.68,0.650602409638554,0.722222222222222,0.684981684945055
"770","male","group A","some college","free/reduced","none",0.58,0.518072289156627,0.522222222222222,0.542124542087912
"771","male","group B","high school","standard","none",0.52,0.373493975903614,0.433333333333333,0.446886446923077
"772","male","group D","bachelor's degree","standard","none",0.75,0.674698795180723,0.711111111111111,0.714285714285714
"773","female","group B","some high school","free/reduced","completed",0.52,0.602409638554217,0.688888888888889,0.600732600769231
"774","female","group C","bachelor's degree","free/reduced","none",0.62,0.734939759036145,0.766666666666667,0.703296703296703
"775","male","group B","some college","standard","none",0.66,0.578313253012048,0.555555555555556,0.600732600769231
"776","female","group B","some high school","free/reduced","none",0.49,0.493975903614458,0.5,0.494505494505495
"777","female","group B","high school","standard","none",0.66,0.662650602409639,0.666666666666667,0.663003662967033
"778","female","group C","some college","free/reduced","none",0.35,0.325301204819277,0.366666666666667,0.347985348021978
"779","female","group A","some college","standard","completed",0.72,0.746987951807229,0.8,0.754578754615385
"780","male","group E","associate's degree","standard","completed",0.94,0.819277108433735,0.8,0.857142857142857
"781","female","group D","associate's degree","free/reduced","none",0.46,0.469879518072289,0.522222222222222,0.483516483516484
"782","female","group B","master's degree","standard","none",0.77,0.879518072289157,0.822222222222222,0.820512820549451
"783","female","group B","high school","free/reduced","completed",0.76,0.819277108433735,0.8,0.791208791208791
"784","female","group C","associate's degree","standard","completed",0.52,0.506024096385542,0.577777777777778,0.534798534835165
"785","male","group C","bachelor's degree","standard","completed",0.91,0.771084337349398,0.766666666666667,0.820512820549451
"786","female","group B","some high school","standard","completed",0.32,0.409638554216867,0.377777777777778,0.366300366263736
"787","female","group E","some high school","free/reduced","none",0.72,0.746987951807229,0.744444444444444,0.736263736263736
"788","female","group B","some college","standard","none",0.19,0.253012048192771,0.244444444444444,0.227106227142857
"789","male","group C","associate's degree","free/reduced","none",0.68,0.578313253012048,0.566666666666667,0.611721611758242
"790","female","group C","master's degree","free/reduced","none",0.52,0.578313253012048,0.566666666666667,0.553113553076923
"791","female","group B","high school","standard","none",0.48,0.542168674698795,0.555555555555556,0.523809523846154
"792","female","group D","some college","free/reduced","none",0.6,0.590361445783133,0.666666666666667,0.619047619010989
"793","male","group D","high school","free/reduced","none",0.66,0.686746987951807,0.655555555555556,0.666666666703297
"794","male","group E","some high school","standard","completed",0.89,0.807228915662651,0.744444444444444,0.816849816813187
"795","female","group B","high school","standard","none",0.42,0.421686746987952,0.455555555555556,0.432234432197802
"796","female","group E","associate's degree","free/reduced","completed",0.57,0.614457831325301,0.7,0.626373626373626
"797","male","group D","high school","standard","none",0.7,0.63855421686747,0.666666666666667,0.67032967032967
"798","female","group E","associate's degree","free/reduced","none",0.7,0.807228915662651,0.788888888888889,0.761904761868132
"799","male","group E","some college","standard","none",0.69,0.518072289156627,0.488888888888889,0.571428571428571
"800","female","group C","associate's degree","standard","none",0.52,0.457831325301205,0.522222222222222,0.501831501868132
"801","male","group C","some high school","standard","completed",0.67,0.674698795180723,0.644444444444444,0.663003662967033
"802","male","group C","some high school","standard","completed",0.76,0.759036144578313,0.7,0.73992673989011
"803","female","group E","associate's degree","standard","none",0.87,0.927710843373494,0.944444444444444,0.912087912087912
"804","female","group B","some college","standard","none",0.82,0.819277108433735,0.855555555555556,0.831501831538461
"805","female","group C","some college","standard","none",0.73,0.710843373493976,0.755555555555556,0.732600732637363
"806","male","group A","some college","free/reduced","none",0.75,0.771084337349398,0.711111111111111,0.743589743626374
"807","female","group D","some college","free/reduced","none",0.64,0.686746987951807,0.722222222222222,0.681318681318681
"808","female","group E","high school","free/reduced","none",0.41,0.337349397590361,0.333333333333333,0.362637362637363
"809","male","group C","high school","standard","none",0.9,0.698795180722892,0.655555555555556,0.758241758241758
"810","male","group B","bachelor's degree","standard","none",0.59,0.44578313253012,0.455555555555556,0.501831501868132
"811","male","group A","some high school","standard","none",0.51,0.168674698795181,0.288888888888889,0.333333333296703
"812","male","group A","high school","free/reduced","none",0.45,0.36144578313253,0.433333333333333,0.417582417582418
"813","female","group C","master's degree","standard","completed",0.54,0.566265060240964,0.633333333333333,0.578754578791209
"814","male","group E","some high school","standard","completed",0.87,0.807228915662651,0.733333333333333,0.805860805824176
"815","female","group C","high school","standard","none",0.72,0.759036144578313,0.811111111111111,0.761904761868132
"816","male","group B","some high school","standard","completed",0.94,0.831325301204819,0.855555555555556,0.879120879120879
"817","female","group A","bachelor's degree","standard","none",0.45,0.506024096385542,0.6,0.516483516483517
"818","male","group D","bachelor's degree","free/reduced","completed",0.61,0.63855421686747,0.733333333333333,0.659340659340659
"819","female","group B","high school","free/reduced","none",0.6,0.662650602409639,0.644444444444444,0.633699633736264
"820","female","group C","some high school","standard","none",0.77,0.891566265060241,0.866666666666667,0.838827838791209
"821","female","group A","some high school","standard","completed",0.85,0.879518072289157,0.911111111111111,0.879120879120879
"822","female","group D","bachelor's degree","free/reduced","none",0.78,0.879518072289157,0.922222222222222,0.857142857142857
"823","male","group E","some college","free/reduced","completed",0.49,0.421686746987952,0.455555555555556,0.457875457912088
"824","female","group B","high school","free/reduced","none",0.71,0.843373493975904,0.8,0.78021978021978
"825","female","group C","some high school","free/reduced","none",0.48,0.493975903614458,0.466666666666667,0.47985347989011
"826","male","group C","high school","standard","none",0.62,0.602409638554217,0.533333333333333,0.586080586043956
"827","female","group C","associate's degree","free/reduced","completed",0.56,0.614457831325301,0.666666666666667,0.611721611758242
"828","female","group C","some high school","standard","none",0.65,0.626506024096386,0.733333333333333,0.67032967032967
"829","female","group D","some high school","free/reduced","completed",0.69,0.831325301204819,0.788888888888889,0.765567765604396
"830","male","group B","some high school","standard","none",0.68,0.44578313253012,0.477777777777778,0.542124542087912
"831","female","group A","some college","free/reduced","none",0.61,0.518072289156627,0.522222222222222,0.553113553076923
"832","female","group C","bachelor's degree","free/reduced","completed",0.74,0.831325301204819,0.877777777777778,0.813186813186813
"833","male","group A","bachelor's degree","standard","none",0.64,0.518072289156627,0.533333333333333,0.567765567802198
"834","female","group B","high school","standard","completed",0.77,0.783132530120482,0.877777777777778,0.80952380956044
"835","male","group B","some college","standard","none",0.58,0.397590361445783,0.388888888888889,0.461538461538462
"836","female","group C","high school","standard","completed",0.6,0.566265060240964,0.711111111111111,0.626373626373626
"837","male","group E","high school","standard","none",0.73,0.566265060240964,0.522222222222222,0.611721611758242
"838","female","group A","high school","standard","completed",0.75,0.783132530120482,0.766666666666667,0.765567765604396
"839","male","group B","associate's degree","free/reduced","completed",0.58,0.481927710843373,0.477777777777778,0.516483516483517
"840","female","group C","associate's degree","standard","none",0.66,0.72289156626506,0.7,0.692307692307692
"841","female","group D","high school","free/reduced","none",0.39,0.421686746987952,0.4,0.402930402967033
"842","male","group C","some high school","standard","none",0.64,0.493975903614458,0.455555555555556,0.534798534835165
"843","female","group B","high school","free/reduced","completed",0.23,0.325301204819277,0.288888888888889,0.278388278351648
"844","male","group B","some college","free/reduced","completed",0.74,0.72289156626506,0.733333333333333,0.732600732637363
"845","female","group D","some high school","free/reduced","completed",0.4,0.578313253012048,0.6,0.52014652010989
"846","male","group E","master's degree","standard","none",0.9,0.819277108433735,0.822222222222222,0.84981684978022
"847","male","group C","master's degree","standard","completed",0.91,0.819277108433735,0.833333333333333,0.857142857142857
"848","male","group D","high school","standard","none",0.64,0.44578313253012,0.444444444444444,0.516483516483517
"849","female","group C","high school","standard","none",0.59,0.662650602409639,0.644444444444444,0.63003663
"850","male","group D","associate's degree","standard","none",0.8,0.698795180722892,0.655555555555556,0.721611721648352
"851","male","group C","master's degree","standard","none",0.71,0.602409638554217,0.633333333333333,0.652014651978022
"852","female","group A","high school","standard","none",0.61,0.614457831325301,0.588888888888889,0.604395604395604
"853","female","group E","some college","standard","none",0.87,0.819277108433735,0.922222222222222,0.871794871758242
"854","male","group E","some high school","standard","none",0.82,0.602409638554217,0.566666666666667,0.67032967032967
"855","male","group C","some high school","standard","none",0.62,0.566265060240964,0.5,0.564102564065934
"856","female","group B","bachelor's degree","standard","none",0.97,0.963855421686747,0.955555555555556,0.963369963406593
"857","male","group B","some college","free/reduced","none",0.75,0.614457831325301,0.611111111111111,0.663003662967033
"858","female","group C","bachelor's degree","standard","none",0.65,0.746987951807229,0.788888888888889,0.725274725274725
"859","male","group B","high school","standard","completed",0.52,0.385542168674699,0.4,0.43956043956044
"860","male","group C","associate's degree","free/reduced","none",0.87,0.674698795180723,0.688888888888889,0.750915750879121
"861","female","group C","associate's degree","standard","none",0.53,0.542168674698795,0.477777777777778,0.516483516483517
"862","female","group E","master's degree","free/reduced","none",0.81,0.831325301204819,0.855555555555556,0.831501831538461
"863","male","group D","bachelor's degree","free/reduced","completed",0.39,0.301204819277108,0.311111111111111,0.336996337032967
"864","female","group C","some college","standard","completed",0.71,0.650602409638554,0.777777777777778,0.714285714285714
"865","male","group C","associate's degree","standard","none",0.97,0.91566265060241,0.9,0.93040293043956
"866","male","group D","some college","standard","completed",0.82,0.783132530120482,0.866666666666667,0.824175824175824
"867","male","group C","high school","free/reduced","none",0.59,0.433734939759036,0.466666666666667,0.501831501868132
"868","male","group B","associate's degree","standard","none",0.61,0.301204819277108,0.344444444444444,0.428571428571429
"869","male","group E","associate's degree","free/reduced","completed",0.78,0.686746987951807,0.688888888888889,0.721611721648352
"870","male","group C","associate's degree","free/reduced","none",0.49,0.409638554216867,0.455555555555556,0.454212454175824
"871","male","group B","high school","standard","none",0.59,0.493975903614458,0.411111111111111,0.501831501868132
"872","female","group C","some college","standard","completed",0.7,0.662650602409639,0.733333333333333,0.69963369967033
"873","male","group B","associate's degree","standard","completed",0.82,0.807228915662651,0.755555555555556,0.794871794835165
"874","male","group E","associate's degree","free/reduced","none",0.9,0.879518072289157,0.8,0.860805860769231
"875","female","group C","bachelor's degree","free/reduced","none",0.43,0.542168674698795,0.566666666666667,0.509157509120879
"876","male","group C","some college","free/reduced","none",0.8,0.566265060240964,0.622222222222222,0.67032967032967
"877","male","group D","some college","standard","none",0.81,0.783132530120482,0.822222222222222,0.805860805824176
"878","male","group C","some high school","standard","none",0.57,0.530120481927711,0.488888888888889,0.531135531098901
"879","female","group D","some high school","standard","none",0.59,0.662650602409639,0.777777777777778,0.673992673956044
"880","female","group D","associate's degree","standard","none",0.64,0.710843373493976,0.711111111111111,0.684981684945055
"881","male","group C","bachelor's degree","standard","completed",0.63,0.566265060240964,0.622222222222222,0.608058608021978
"882","female","group E","bachelor's degree","standard","completed",0.71,0.63855421686747,0.666666666666667,0.673992673956044
"883","female","group B","high school","free/reduced","none",0.64,0.674698795180723,0.677777777777778,0.663003662967033
"884","male","group D","bachelor's degree","free/reduced","none",0.55,0.349397590361446,0.377777777777778,0.432234432197802
"885","female","group E","associate's degree","standard","none",0.51,0.409638554216867,0.488888888888889,0.472527472527473
"886","female","group C","associate's degree","standard","completed",0.62,0.710843373493976,0.777777777777778,0.69963369967033
"887","female","group E","associate's degree","standard","completed",0.93,1,0.944444444444444,0.956043956043956
"888","male","group C","high school","free/reduced","none",0.54,0.662650602409639,0.544444444444444,0.578754578791209
"889","female","group D","some college","free/reduced","none",0.69,0.578313253012048,0.711111111111111,0.663003662967033
"890","male","group D","high school","free/reduced","none",0.44,0.409638554216867,0.422222222222222,0.424908424945055
"891","female","group E","some college","standard","completed",0.86,0.819277108433735,0.9,0.860805860769231
"892","female","group E","associate's degree","standard","none",0.85,0.903614457831325,0.833333333333333,0.860805860769231
"893","female","group A","master's degree","free/reduced","none",0.5,0.602409638554217,0.7,0.597069597032967
"894","male","group D","some high school","standard","completed",0.88,0.686746987951807,0.722222222222222,0.769230769230769
"895","female","group E","associate's degree","standard","none",0.59,0.542168674698795,0.655555555555556,0.597069597032967
"896","female","group E","some high school","free/reduced","none",0.32,0.204819277108434,0.311111111111111,0.282051282087912
"897","male","group B","high school","free/reduced","none",0.36,0.144578313253012,0.188888888888889,0.238095238131868
"898","female","group B","some high school","free/reduced","completed",0.63,0.734939759036145,0.766666666666667,0.706959706923077
"899","male","group D","associate's degree","standard","completed",0.67,0.44578313253012,0.588888888888889,0.575091575054945
"900","female","group D","some high school","standard","completed",0.65,0.734939759036145,0.8,0.725274725274725
"901","male","group D","master's degree","standard","none",0.85,0.807228915662651,0.877777777777778,0.846153846153846
